,video_path,label,feat_path
26,ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi.pkl
27,ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi.pkl
28,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi.pkl
29,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi.pkl
30,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi.pkl
31,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi.pkl
32,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi.pkl
33,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi.pkl
34,ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi.pkl
35,ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi.pkl
36,ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi.pkl
37,ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi.pkl
38,ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi.pkl
39,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c01.avi.pkl
40,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c02.avi.pkl
41,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c03.avi.pkl
42,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c04.avi.pkl
43,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c05.avi.pkl
44,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c06.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c06.avi.pkl
45,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c07.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c07.avi.pkl
46,ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c01.avi.pkl
47,ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02.avi.pkl
48,ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03.avi.pkl
49,ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04.avi.pkl
50,ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05.avi.pkl
51,ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c01.avi.pkl
52,ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c02.avi.pkl
53,ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c03.avi.pkl
54,ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c04.avi.pkl
55,ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c05.avi.pkl
56,ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c01.avi.pkl
57,ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c02.avi.pkl
58,ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c03.avi.pkl
59,ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c04.avi.pkl
60,ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c05.avi.pkl
61,ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c01.avi.pkl
62,ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c02.avi.pkl
63,ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c03.avi.pkl
64,ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c04.avi.pkl
65,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c01.avi.pkl
66,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c02.avi.pkl
67,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c03.avi.pkl
68,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c04.avi.pkl
69,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c05.avi.pkl
70,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c06.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c06.avi.pkl
71,ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c01.avi.pkl
72,ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c02.avi.pkl
73,ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c03.avi.pkl
74,ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c04.avi.pkl
75,ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c05.avi.pkl
76,ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c01.avi.pkl
77,ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c02.avi.pkl
78,ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c03.avi.pkl
79,ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c04.avi.pkl
80,ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c05.avi.pkl
81,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c01.avi.pkl
82,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c02.avi.pkl
83,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c03.avi.pkl
84,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c04.avi.pkl
85,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c05.avi.pkl
86,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c06.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c06.avi.pkl
87,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c01.avi.pkl
88,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c02.avi.pkl
89,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c03.avi.pkl
90,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c04.avi.pkl
91,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c05.avi.pkl
92,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c06.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c06.avi.pkl
93,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c07.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c07.avi.pkl
94,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c01.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c01.avi.pkl
95,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c02.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c02.avi.pkl
96,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c03.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c03.avi.pkl
97,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c04.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c04.avi.pkl
98,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c05.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c05.avi.pkl
99,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c06.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c06.avi.pkl
100,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c07.avi,1,ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c07.avi.pkl
101,ApplyLipstick/v_ApplyLipstick_g08_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g08_c01.avi.pkl
102,ApplyLipstick/v_ApplyLipstick_g08_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g08_c02.avi.pkl
103,ApplyLipstick/v_ApplyLipstick_g08_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g08_c03.avi.pkl
104,ApplyLipstick/v_ApplyLipstick_g08_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g08_c04.avi.pkl
105,ApplyLipstick/v_ApplyLipstick_g09_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g09_c01.avi.pkl
106,ApplyLipstick/v_ApplyLipstick_g09_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g09_c02.avi.pkl
107,ApplyLipstick/v_ApplyLipstick_g09_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g09_c03.avi.pkl
108,ApplyLipstick/v_ApplyLipstick_g09_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g09_c04.avi.pkl
109,ApplyLipstick/v_ApplyLipstick_g10_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g10_c01.avi.pkl
110,ApplyLipstick/v_ApplyLipstick_g10_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g10_c02.avi.pkl
111,ApplyLipstick/v_ApplyLipstick_g10_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g10_c03.avi.pkl
112,ApplyLipstick/v_ApplyLipstick_g10_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g10_c04.avi.pkl
113,ApplyLipstick/v_ApplyLipstick_g11_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g11_c01.avi.pkl
114,ApplyLipstick/v_ApplyLipstick_g11_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g11_c02.avi.pkl
115,ApplyLipstick/v_ApplyLipstick_g11_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g11_c03.avi.pkl
116,ApplyLipstick/v_ApplyLipstick_g11_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g11_c04.avi.pkl
117,ApplyLipstick/v_ApplyLipstick_g12_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g12_c01.avi.pkl
118,ApplyLipstick/v_ApplyLipstick_g12_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g12_c02.avi.pkl
119,ApplyLipstick/v_ApplyLipstick_g12_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g12_c03.avi.pkl
120,ApplyLipstick/v_ApplyLipstick_g12_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g12_c04.avi.pkl
121,ApplyLipstick/v_ApplyLipstick_g12_c05.avi,2,ApplyLipstick/v_ApplyLipstick_g12_c05.avi.pkl
122,ApplyLipstick/v_ApplyLipstick_g13_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g13_c01.avi.pkl
123,ApplyLipstick/v_ApplyLipstick_g13_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g13_c02.avi.pkl
124,ApplyLipstick/v_ApplyLipstick_g13_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g13_c03.avi.pkl
125,ApplyLipstick/v_ApplyLipstick_g13_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g13_c04.avi.pkl
126,ApplyLipstick/v_ApplyLipstick_g14_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g14_c01.avi.pkl
127,ApplyLipstick/v_ApplyLipstick_g14_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g14_c02.avi.pkl
128,ApplyLipstick/v_ApplyLipstick_g14_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g14_c03.avi.pkl
129,ApplyLipstick/v_ApplyLipstick_g14_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g14_c04.avi.pkl
130,ApplyLipstick/v_ApplyLipstick_g15_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g15_c01.avi.pkl
131,ApplyLipstick/v_ApplyLipstick_g15_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g15_c02.avi.pkl
132,ApplyLipstick/v_ApplyLipstick_g15_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g15_c03.avi.pkl
133,ApplyLipstick/v_ApplyLipstick_g15_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g15_c04.avi.pkl
134,ApplyLipstick/v_ApplyLipstick_g15_c05.avi,2,ApplyLipstick/v_ApplyLipstick_g15_c05.avi.pkl
135,ApplyLipstick/v_ApplyLipstick_g16_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g16_c01.avi.pkl
136,ApplyLipstick/v_ApplyLipstick_g16_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g16_c02.avi.pkl
137,ApplyLipstick/v_ApplyLipstick_g16_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g16_c03.avi.pkl
138,ApplyLipstick/v_ApplyLipstick_g16_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g16_c04.avi.pkl
139,ApplyLipstick/v_ApplyLipstick_g16_c05.avi,2,ApplyLipstick/v_ApplyLipstick_g16_c05.avi.pkl
140,ApplyLipstick/v_ApplyLipstick_g17_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g17_c01.avi.pkl
141,ApplyLipstick/v_ApplyLipstick_g17_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g17_c02.avi.pkl
142,ApplyLipstick/v_ApplyLipstick_g17_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g17_c03.avi.pkl
143,ApplyLipstick/v_ApplyLipstick_g17_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g17_c04.avi.pkl
144,ApplyLipstick/v_ApplyLipstick_g17_c05.avi,2,ApplyLipstick/v_ApplyLipstick_g17_c05.avi.pkl
145,ApplyLipstick/v_ApplyLipstick_g18_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g18_c01.avi.pkl
146,ApplyLipstick/v_ApplyLipstick_g18_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g18_c02.avi.pkl
147,ApplyLipstick/v_ApplyLipstick_g18_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g18_c03.avi.pkl
148,ApplyLipstick/v_ApplyLipstick_g18_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g18_c04.avi.pkl
149,ApplyLipstick/v_ApplyLipstick_g19_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g19_c01.avi.pkl
150,ApplyLipstick/v_ApplyLipstick_g19_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g19_c02.avi.pkl
151,ApplyLipstick/v_ApplyLipstick_g19_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g19_c03.avi.pkl
152,ApplyLipstick/v_ApplyLipstick_g19_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g19_c04.avi.pkl
153,ApplyLipstick/v_ApplyLipstick_g20_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g20_c01.avi.pkl
154,ApplyLipstick/v_ApplyLipstick_g20_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g20_c02.avi.pkl
155,ApplyLipstick/v_ApplyLipstick_g20_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g20_c03.avi.pkl
156,ApplyLipstick/v_ApplyLipstick_g20_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g20_c04.avi.pkl
157,ApplyLipstick/v_ApplyLipstick_g20_c05.avi,2,ApplyLipstick/v_ApplyLipstick_g20_c05.avi.pkl
158,ApplyLipstick/v_ApplyLipstick_g21_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g21_c01.avi.pkl
159,ApplyLipstick/v_ApplyLipstick_g21_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g21_c02.avi.pkl
160,ApplyLipstick/v_ApplyLipstick_g21_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g21_c03.avi.pkl
161,ApplyLipstick/v_ApplyLipstick_g21_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g21_c04.avi.pkl
162,ApplyLipstick/v_ApplyLipstick_g21_c05.avi,2,ApplyLipstick/v_ApplyLipstick_g21_c05.avi.pkl
163,ApplyLipstick/v_ApplyLipstick_g22_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g22_c01.avi.pkl
164,ApplyLipstick/v_ApplyLipstick_g22_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g22_c02.avi.pkl
165,ApplyLipstick/v_ApplyLipstick_g22_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g22_c03.avi.pkl
166,ApplyLipstick/v_ApplyLipstick_g22_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g22_c04.avi.pkl
167,ApplyLipstick/v_ApplyLipstick_g22_c05.avi,2,ApplyLipstick/v_ApplyLipstick_g22_c05.avi.pkl
168,ApplyLipstick/v_ApplyLipstick_g22_c06.avi,2,ApplyLipstick/v_ApplyLipstick_g22_c06.avi.pkl
169,ApplyLipstick/v_ApplyLipstick_g22_c07.avi,2,ApplyLipstick/v_ApplyLipstick_g22_c07.avi.pkl
170,ApplyLipstick/v_ApplyLipstick_g23_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g23_c01.avi.pkl
171,ApplyLipstick/v_ApplyLipstick_g23_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g23_c02.avi.pkl
172,ApplyLipstick/v_ApplyLipstick_g23_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g23_c03.avi.pkl
173,ApplyLipstick/v_ApplyLipstick_g23_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g23_c04.avi.pkl
174,ApplyLipstick/v_ApplyLipstick_g24_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g24_c01.avi.pkl
175,ApplyLipstick/v_ApplyLipstick_g24_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g24_c02.avi.pkl
176,ApplyLipstick/v_ApplyLipstick_g24_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g24_c03.avi.pkl
177,ApplyLipstick/v_ApplyLipstick_g24_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g24_c04.avi.pkl
178,ApplyLipstick/v_ApplyLipstick_g24_c05.avi,2,ApplyLipstick/v_ApplyLipstick_g24_c05.avi.pkl
179,ApplyLipstick/v_ApplyLipstick_g25_c01.avi,2,ApplyLipstick/v_ApplyLipstick_g25_c01.avi.pkl
180,ApplyLipstick/v_ApplyLipstick_g25_c02.avi,2,ApplyLipstick/v_ApplyLipstick_g25_c02.avi.pkl
181,ApplyLipstick/v_ApplyLipstick_g25_c03.avi,2,ApplyLipstick/v_ApplyLipstick_g25_c03.avi.pkl
182,ApplyLipstick/v_ApplyLipstick_g25_c04.avi,2,ApplyLipstick/v_ApplyLipstick_g25_c04.avi.pkl
183,Archery/v_Archery_g08_c01.avi,3,Archery/v_Archery_g08_c01.avi.pkl
184,Archery/v_Archery_g08_c02.avi,3,Archery/v_Archery_g08_c02.avi.pkl
185,Archery/v_Archery_g08_c03.avi,3,Archery/v_Archery_g08_c03.avi.pkl
186,Archery/v_Archery_g08_c04.avi,3,Archery/v_Archery_g08_c04.avi.pkl
187,Archery/v_Archery_g08_c05.avi,3,Archery/v_Archery_g08_c05.avi.pkl
188,Archery/v_Archery_g09_c01.avi,3,Archery/v_Archery_g09_c01.avi.pkl
189,Archery/v_Archery_g09_c02.avi,3,Archery/v_Archery_g09_c02.avi.pkl
190,Archery/v_Archery_g09_c03.avi,3,Archery/v_Archery_g09_c03.avi.pkl
191,Archery/v_Archery_g09_c04.avi,3,Archery/v_Archery_g09_c04.avi.pkl
192,Archery/v_Archery_g09_c05.avi,3,Archery/v_Archery_g09_c05.avi.pkl
193,Archery/v_Archery_g09_c06.avi,3,Archery/v_Archery_g09_c06.avi.pkl
194,Archery/v_Archery_g09_c07.avi,3,Archery/v_Archery_g09_c07.avi.pkl
195,Archery/v_Archery_g10_c01.avi,3,Archery/v_Archery_g10_c01.avi.pkl
196,Archery/v_Archery_g10_c02.avi,3,Archery/v_Archery_g10_c02.avi.pkl
